temp_ref,unique_study_unit,study_no,question_code,data_source_figure,temp_acclimated,bnf_species,in_assn_w_ps,evolved_amt,symb_free,evolved_symb,other_trt_variable,other_trt_categorical,other_trt_value,notes,response2,temp_K,invkT,invkT_units,temp_C,max_tempC,max_resp,topt_C,pass_topt,bnf_genus,bnf_order,bnf_class,bnf_o2_strategy,habitat1,system
liengen and olsen 1997_na,18_2,18,comm-tdep,Fig 5,n,unknown,y,t,both,both,na,na,na,"3 hour ""acclimation"" -- i don't think that's long enough for temp-size effects",30.1623,293.26419999999996,39.57014308171173,1/kT(K),20.114199999999983,35.067200000000014,30.1623,20.114199999999983,yes,mixed,mixed,mixed,mixed,t,salt mark dark crust
liengen and olsen 1997_na,18_2,18,comm-tdep,Fig 5,n,unknown,y,t,both,both,na,na,na,"3 hour ""acclimation"" -- i don't think that's long enough for temp-size effects",27.4184,298.27099999999996,38.90591560944149,1/kT(K),25.12099999999998,35.067200000000014,30.1623,20.114199999999983,yes,mixed,mixed,mixed,mixed,t,salt mark dark crust
liengen and olsen 1997_na,18_2,18,comm-tdep,Fig 5,n,unknown,y,t,both,both,na,na,na,"3 hour ""acclimation"" -- i don't think that's long enough for temp-size effects",6.388,308.2172,37.65041780518324,1/kT(K),35.067200000000014,35.067200000000014,30.1623,20.114199999999983,yes,mixed,mixed,mixed,mixed,t,salt mark dark crust
liengen and olsen 1997_na,18_2,18,comm-tdep,Fig 5,n,unknown,y,t,both,both,na,na,na,"3 hour ""acclimation"" -- i don't think that's long enough for temp-size effects",10.9842,303.1769,38.27635401887058,1/kT(K),30.026900000000012,35.067200000000014,30.1623,20.114199999999983,yes,mixed,mixed,mixed,mixed,t,salt mark dark crust
rinne-garmston_global change biology_2019_rinne-garmston_global change biology_2019,20_1,20,comm-tdep,Fig 4,n,na,n,t,unknown,unknown,density class,na,1,na,48.57496902,302.75,38.33032652268777,1/kT(K),29.600000000000023,40.19999999999999,64.4361834,25.100000000000023,yes,mixed,mixed,mixed,mixed,t,norwegian forest deadwood spruce
rinne-garmston_global change biology_2019_rinne-garmston_global change biology_2019,20_2,20,comm-tdep,Fig 4,n,na,n,t,unknown,unknown,density class,na,2,na,90.21065675,302.75,38.33032652268777,1/kT(K),29.600000000000023,40.19999999999999,90.21065675,29.600000000000023,yes,mixed,mixed,mixed,mixed,t,norwegian forest deadwood spruce
rinne-garmston_global change biology_2019_rinne-garmston_global change biology_2019,20_3,20,comm-tdep,Fig 4,n,na,n,t,unknown,unknown,density class,na,3,na,310.2850062,302.75,38.33032652268777,1/kT(K),29.600000000000023,40.19999999999999,373.7298637,25.100000000000023,yes,mixed,mixed,mixed,mixed,t,norwegian forest deadwood spruce
rinne-garmston_global change biology_2019_rinne-garmston_global change biology_2019,20_4,20,comm-tdep,Fig 4,n,na,n,t,unknown,unknown,density class,na,4,na,563.0731103,302.75,38.33032652268777,1/kT(K),29.600000000000023,40.19999999999999,563.0731103,29.600000000000023,yes,mixed,mixed,mixed,mixed,t,norwegian forest deadwood spruce
rinne-garmston_global change biology_2019_rinne-garmston_global change biology_2019,20_5,20,comm-tdep,Fig 4,n,na,n,t,unknown,unknown,density class,na,5,na,149.6902107,302.75,38.33032652268777,1/kT(K),29.600000000000023,40.19999999999999,149.6902107,29.600000000000023,yes,mixed,mixed,mixed,mixed,t,norwegian forest deadwood spruce
rinne-garmston_global change biology_2019_rinne-garmston_global change biology_2019,20_1,20,comm-tdep,Fig 4,n,na,n,t,unknown,unknown,density class,na,1,na,64.4361834,298.25,38.908655003331845,1/kT(K),25.100000000000023,40.19999999999999,64.4361834,25.100000000000023,yes,mixed,mixed,mixed,mixed,t,norwegian forest deadwood spruce
rinne-garmston_global change biology_2019_rinne-garmston_global change biology_2019,20_2,20,comm-tdep,Fig 4,n,na,n,t,unknown,unknown,density class,na,2,na,68.40148699,298.25,38.908655003331845,1/kT(K),25.100000000000023,40.19999999999999,90.21065675,29.600000000000023,yes,mixed,mixed,mixed,mixed,t,norwegian forest deadwood spruce
rinne-garmston_global change biology_2019_rinne-garmston_global change biology_2019,20_3,20,comm-tdep,Fig 4,n,na,n,t,unknown,unknown,density class,na,3,na,373.7298637,298.25,38.908655003331845,1/kT(K),25.100000000000023,40.19999999999999,373.7298637,25.100000000000023,yes,mixed,mixed,mixed,mixed,t,norwegian forest deadwood spruce
rinne-garmston_global change biology_2019_rinne-garmston_global change biology_2019,20_4,20,comm-tdep,Fig 4,n,na,n,t,unknown,unknown,density class,na,4,na,512.5154895,298.25,38.908655003331845,1/kT(K),25.100000000000023,40.19999999999999,563.0731103,29.600000000000023,yes,mixed,mixed,mixed,mixed,t,norwegian forest deadwood spruce
rinne-garmston_global change biology_2019_rinne-garmston_global change biology_2019,20_5,20,comm-tdep,Fig 4,n,na,n,t,unknown,unknown,density class,na,5,na,91.20198265,298.25,38.908655003331845,1/kT(K),25.100000000000023,40.19999999999999,149.6902107,29.600000000000023,yes,mixed,mixed,mixed,mixed,t,norwegian forest deadwood spruce
rinne-garmston_global change biology_2019_rinne-garmston_global change biology_2019,20_1,20,comm-tdep,Fig 4,n,na,n,t,unknown,unknown,density class,na,1,na,52.54027261,292.15,39.72105546720426,1/kT(K),19,40.19999999999999,64.4361834,25.100000000000023,yes,mixed,mixed,mixed,mixed,t,norwegian forest deadwood spruce
rinne-garmston_global change biology_2019_rinne-garmston_global change biology_2019,20_2,20,comm-tdep,Fig 4,n,na,n,t,unknown,unknown,density class,na,2,na,44.60966543,292.15,39.72105546720426,1/kT(K),19,40.19999999999999,90.21065675,29.600000000000023,yes,mixed,mixed,mixed,mixed,t,norwegian forest deadwood spruce
rinne-garmston_global change biology_2019_rinne-garmston_global change biology_2019,20_3,20,comm-tdep,Fig 4,n,na,n,t,unknown,unknown,density class,na,3,na,280.5452292,292.15,39.72105546720426,1/kT(K),19,40.19999999999999,373.7298637,25.100000000000023,yes,mixed,mixed,mixed,mixed,t,norwegian forest deadwood spruce
rinne-garmston_global change biology_2019_rinne-garmston_global change biology_2019,20_4,20,comm-tdep,Fig 4,n,na,n,t,unknown,unknown,density class,na,4,na,401.4869888,292.15,39.72105546720426,1/kT(K),19,40.19999999999999,563.0731103,29.600000000000023,yes,mixed,mixed,mixed,mixed,t,norwegian forest deadwood spruce
rinne-garmston_global change biology_2019_rinne-garmston_global change biology_2019,20_5,20,comm-tdep,Fig 4,n,na,n,t,unknown,unknown,density class,na,5,na,98.14126394,292.15,39.72105546720426,1/kT(K),19,40.19999999999999,149.6902107,29.600000000000023,yes,mixed,mixed,mixed,mixed,t,norwegian forest deadwood spruce
rinne-garmston_global change biology_2019_rinne-garmston_global change biology_2019,20_1,20,comm-tdep,Fig 4,n,na,n,t,unknown,unknown,density class,na,1,na,8.921933086,307.15,37.78123507974515,1/kT(K),34,40.19999999999999,64.4361834,25.100000000000023,yes,mixed,mixed,mixed,mixed,t,norwegian forest deadwood spruce
rinne-garmston_global change biology_2019_rinne-garmston_global change biology_2019,20_2,20,comm-tdep,Fig 4,n,na,n,t,unknown,unknown,density class,na,2,na,24.78314746,307.15,37.78123507974515,1/kT(K),34,40.19999999999999,90.21065675,29.600000000000023,yes,mixed,mixed,mixed,mixed,t,norwegian forest deadwood spruce
rinne-garmston_global change biology_2019_rinne-garmston_global change biology_2019,20_3,20,comm-tdep,Fig 4,n,na,n,t,unknown,unknown,density class,na,3,na,117.9677819,307.15,37.78123507974515,1/kT(K),34,40.19999999999999,373.7298637,25.100000000000023,yes,mixed,mixed,mixed,mixed,t,norwegian forest deadwood spruce
rinne-garmston_global change biology_2019_rinne-garmston_global change biology_2019,20_4,20,comm-tdep,Fig 4,n,na,n,t,unknown,unknown,density class,na,4,na,163.5687732,307.15,37.78123507974515,1/kT(K),34,40.19999999999999,563.0731103,29.600000000000023,yes,mixed,mixed,mixed,mixed,t,norwegian forest deadwood spruce
rinne-garmston_global change biology_2019_rinne-garmston_global change biology_2019,20_5,20,comm-tdep,Fig 4,n,na,n,t,unknown,unknown,density class,na,5,na,50.55762082,307.15,37.78123507974515,1/kT(K),34,40.19999999999999,149.6902107,29.600000000000023,yes,mixed,mixed,mixed,mixed,t,norwegian forest deadwood spruce
rinne-garmston_global change biology_2019_rinne-garmston_global change biology_2019,20_1,20,comm-tdep,Fig 4,n,na,n,t,unknown,unknown,density class,na,1,na,8.921933086,287.65,40.342452128432896,1/kT(K),14.5,40.19999999999999,64.4361834,25.100000000000023,yes,mixed,mixed,mixed,mixed,t,norwegian forest deadwood spruce
rinne-garmston_global change biology_2019_rinne-garmston_global change biology_2019,20_2,20,comm-tdep,Fig 4,n,na,n,t,unknown,unknown,density class,na,2,na,10.90458488,287.65,40.342452128432896,1/kT(K),14.5,40.19999999999999,90.21065675,29.600000000000023,yes,mixed,mixed,mixed,mixed,t,norwegian forest deadwood spruce
rinne-garmston_global change biology_2019_rinne-garmston_global change biology_2019,20_3,20,comm-tdep,Fig 4,n,na,n,t,unknown,unknown,density class,na,3,na,60.4708798,287.65,40.342452128432896,1/kT(K),14.5,40.19999999999999,373.7298637,25.100000000000023,yes,mixed,mixed,mixed,mixed,t,norwegian forest deadwood spruce
rinne-garmston_global change biology_2019_rinne-garmston_global change biology_2019,20_4,20,comm-tdep,Fig 4,n,na,n,t,unknown,unknown,density class,na,4,na,100.1239157,287.65,40.342452128432896,1/kT(K),14.5,40.19999999999999,563.0731103,29.600000000000023,yes,mixed,mixed,mixed,mixed,t,norwegian forest deadwood spruce
rinne-garmston_global change biology_2019_rinne-garmston_global change biology_2019,20_5,20,comm-tdep,Fig 4,n,na,n,t,unknown,unknown,density class,na,5,na,17.84386617,287.65,40.342452128432896,1/kT(K),14.5,40.19999999999999,149.6902107,29.600000000000023,yes,mixed,mixed,mixed,mixed,t,norwegian forest deadwood spruce
rinne-garmston_global change biology_2019_rinne-garmston_global change biology_2019,20_1,20,comm-tdep,Fig 4,n,na,n,t,unknown,unknown,density class,na,1,na,8.921933086,281.84999999999997,41.17263209062879,1/kT(K),8.699999999999989,40.19999999999999,64.4361834,25.100000000000023,yes,mixed,mixed,mixed,mixed,t,norwegian forest deadwood spruce
rinne-garmston_global change biology_2019_rinne-garmston_global change biology_2019,20_2,20,comm-tdep,Fig 4,n,na,n,t,unknown,unknown,density class,na,2,na,10.90458488,281.84999999999997,41.17263209062879,1/kT(K),8.699999999999989,40.19999999999999,90.21065675,29.600000000000023,yes,mixed,mixed,mixed,mixed,t,norwegian forest deadwood spruce
rinne-garmston_global change biology_2019_rinne-garmston_global change biology_2019,20_3,20,comm-tdep,Fig 4,n,na,n,t,unknown,unknown,density class,na,3,na,22.80049566,281.84999999999997,41.17263209062879,1/kT(K),8.699999999999989,40.19999999999999,373.7298637,25.100000000000023,yes,mixed,mixed,mixed,mixed,t,norwegian forest deadwood spruce
rinne-garmston_global change biology_2019_rinne-garmston_global change biology_2019,20_4,20,comm-tdep,Fig 4,n,na,n,t,unknown,unknown,density class,na,4,na,44.60966543,281.84999999999997,41.17263209062879,1/kT(K),8.699999999999989,40.19999999999999,563.0731103,29.600000000000023,yes,mixed,mixed,mixed,mixed,t,norwegian forest deadwood spruce
rinne-garmston_global change biology_2019_rinne-garmston_global change biology_2019,20_5,20,comm-tdep,Fig 4,n,na,n,t,unknown,unknown,density class,na,5,na,26.76579926,281.84999999999997,41.17263209062879,1/kT(K),8.699999999999989,40.19999999999999,149.6902107,29.600000000000023,yes,mixed,mixed,mixed,mixed,t,norwegian forest deadwood spruce
rinne-garmston_global change biology_2019_rinne-garmston_global change biology_2019,20_1,20,comm-tdep,Fig 4,n,na,n,t,unknown,unknown,density class,na,1,na,8.921933086,313.34999999999997,37.03368870191072,1/kT(K),40.19999999999999,40.19999999999999,64.4361834,25.100000000000023,yes,mixed,mixed,mixed,mixed,t,norwegian forest deadwood spruce
rinne-garmston_global change biology_2019_rinne-garmston_global change biology_2019,20_2,20,comm-tdep,Fig 4,n,na,n,t,unknown,unknown,density class,na,2,na,10.90458488,313.34999999999997,37.03368870191072,1/kT(K),40.19999999999999,40.19999999999999,90.21065675,29.600000000000023,yes,mixed,mixed,mixed,mixed,t,norwegian forest deadwood spruce
rinne-garmston_global change biology_2019_rinne-garmston_global change biology_2019,20_3,20,comm-tdep,Fig 4,n,na,n,t,unknown,unknown,density class,na,3,na,12.887236680000001,313.34999999999997,37.03368870191072,1/kT(K),40.19999999999999,40.19999999999999,373.7298637,25.100000000000023,yes,mixed,mixed,mixed,mixed,t,norwegian forest deadwood spruce
rinne-garmston_global change biology_2019_rinne-garmston_global change biology_2019,20_4,20,comm-tdep,Fig 4,n,na,n,t,unknown,unknown,density class,na,4,na,16.85254027,313.34999999999997,37.03368870191072,1/kT(K),40.19999999999999,40.19999999999999,563.0731103,29.600000000000023,yes,mixed,mixed,mixed,mixed,t,norwegian forest deadwood spruce
rinne-garmston_global change biology_2019_rinne-garmston_global change biology_2019,20_5,20,comm-tdep,Fig 4,n,na,n,t,unknown,unknown,density class,na,5,na,30.73110285,313.34999999999997,37.03368870191072,1/kT(K),40.19999999999999,40.19999999999999,149.6902107,29.600000000000023,yes,mixed,mixed,mixed,mixed,t,norwegian forest deadwood spruce
shukla_journal of plant physiology_1997_shukla_journal of plant physiology_1997,21_1,21,mono-pop-tdep,Figure 1,n,anabaena sp,y,a,free,free,na,isolate location,anatarctic,na,3.226,278.24129603999995,41.70662845487702,1/kT(K),5.091296039999975,39.98407627,14.946,15.024517489999994,yes,anabaena,nostocales,cyanophyceae,spatial,a,wild isolate from antarticc and tropical environments
shukla_journal of plant physiology_1997_shukla_journal of plant physiology_1997,21_1,21,mono-pop-tdep,Figure 1,n,anabaena sp,y,a,free,free,na,isolate location,anatarctic,na,4.731,280.80360078499996,41.32605964561269,1/kT(K),7.6536007849999805,39.98407627,14.946,15.024517489999994,yes,anabaena,nostocales,cyanophyceae,spatial,a,wild isolate from antarticc and tropical environments
shukla_journal of plant physiology_1997_shukla_journal of plant physiology_1997,21_1,21,mono-pop-tdep,Figure 1,n,anabaena sp,y,a,free,free,na,isolate location,anatarctic,na,6.344,283.25373170999995,40.968591250987,1/kT(K),10.103731709999977,39.98407627,14.946,15.024517489999994,yes,anabaena,nostocales,cyanophyceae,spatial,a,wild isolate from antarticc and tropical environments
shukla_journal of plant physiology_1997_shukla_journal of plant physiology_1997,21_1,21,mono-pop-tdep,Figure 1,n,anabaena sp,y,a,free,free,na,isolate location,anatarctic,na,11.29,285.73818711999996,40.61237481663674,1/kT(K),12.588187119999986,39.98407627,14.946,15.024517489999994,yes,anabaena,nostocales,cyanophyceae,spatial,a,wild isolate from antarticc and tropical environments
shukla_journal of plant physiology_1997_shukla_journal of plant physiology_1997,21_1,21,mono-pop-tdep,Figure 1,n,anabaena sp,y,a,free,free,na,isolate location,anatarctic,na,14.946,288.17451748999997,40.269023284289574,1/kT(K),15.024517489999994,39.98407627,14.946,15.024517489999994,yes,anabaena,nostocales,cyanophyceae,spatial,a,wild isolate from antarticc and tropical environments
shukla_journal of plant physiology_1997_shukla_journal of plant physiology_1997,21_1,21,mono-pop-tdep,Figure 1,n,anabaena sp,y,a,free,free,na,isolate location,anatarctic,na,10.753,293.1766912,39.58195416983996,1/kT(K),20.026691200000016,39.98407627,14.946,15.024517489999994,yes,anabaena,nostocales,cyanophyceae,spatial,a,wild isolate from antarticc and tropical environments
shukla_journal of plant physiology_1997_shukla_journal of plant physiology_1997,21_1,21,mono-pop-tdep,Figure 1,n,anabaena sp,y,a,free,free,na,isolate location,anatarctic,na,9.462,298.10561577,38.92749998945692,1/kT(K),24.95561577000001,39.98407627,14.946,15.024517489999994,yes,anabaena,nostocales,cyanophyceae,spatial,a,wild isolate from antarticc and tropical environments
shukla_journal of plant physiology_1997_shukla_journal of plant physiology_1997,21_1,21,mono-pop-tdep,Figure 1,n,anabaena sp,y,a,free,free,na,isolate location,anatarctic,na,6.774,303.15485294999996,38.279137681024295,1/kT(K),30.004852949999986,39.98407627,14.946,15.024517489999994,yes,anabaena,nostocales,cyanophyceae,spatial,a,wild isolate from antarticc and tropical environments
shukla_journal of plant physiology_1997_shukla_journal of plant physiology_1997,21_1,21,mono-pop-tdep,Figure 1,n,anabaena sp,y,a,free,free,na,isolate location,anatarctic,na,4.946,308.19842835,37.65271100463003,1/kT(K),35.048428349999995,39.98407627,14.946,15.024517489999994,yes,anabaena,nostocales,cyanophyceae,spatial,a,wild isolate from antarticc and tropical environments
shukla_journal of plant physiology_1997_shukla_journal of plant physiology_1997,21_1,21,mono-pop-tdep,Figure 1,n,anabaena sp,y,a,free,free,na,isolate location,anatarctic,na,2.473,313.13407627,37.059225533594535,1/kT(K),39.98407627,39.98407627,14.946,15.024517489999994,yes,anabaena,nostocales,cyanophyceae,spatial,a,wild isolate from antarticc and tropical environments
shukla_journal of plant physiology_1997_shukla_journal of plant physiology_1997,21_2,21,mono-pop-tdep,Figure 1,n,anabaena sp,y,a,free,free,na,isolate location,tropical,na,0.108,283.18189801,40.97898360132445,1/kT(K),10.03189801000002,39.94975178999999,32.151,24.978616709999983,yes,anabaena,nostocales,cyanophyceae,spatial,a,wild isolate from antarticc and tropical environments
shukla_journal of plant physiology_1997_shukla_journal of plant physiology_1997,21_2,21,mono-pop-tdep,Figure 1,n,anabaena sp,y,a,free,free,na,isolate location,tropical,na,3.871,285.78525057999997,40.60568672173398,1/kT(K),12.63525057999999,39.94975178999999,32.151,24.978616709999983,yes,anabaena,nostocales,cyanophyceae,spatial,a,wild isolate from antarticc and tropical environments
shukla_journal of plant physiology_1997_shukla_journal of plant physiology_1997,21_2,21,mono-pop-tdep,Figure 1,n,anabaena sp,y,a,free,free,na,isolate location,tropical,na,8.387,288.04889697,40.28658494030727,1/kT(K),14.89889697000001,39.94975178999999,32.151,24.978616709999983,yes,anabaena,nostocales,cyanophyceae,spatial,a,wild isolate from antarticc and tropical environments
shukla_journal of plant physiology_1997_shukla_journal of plant physiology_1997,21_2,21,mono-pop-tdep,Figure 1,n,anabaena sp,y,a,free,free,na,isolate location,tropical,na,13.441,290.58784691,39.934589412948974,1/kT(K),17.43784691000002,39.94975178999999,32.151,24.978616709999983,yes,anabaena,nostocales,cyanophyceae,spatial,a,wild isolate from antarticc and tropical environments
shukla_journal of plant physiology_1997_shukla_journal of plant physiology_1997,21_2,21,mono-pop-tdep,Figure 1,n,anabaena sp,y,a,free,free,na,isolate location,tropical,na,20.323,293.17209101,39.582575253890376,1/kT(K),20.022091009999997,39.94975178999999,32.151,24.978616709999983,yes,anabaena,nostocales,cyanophyceae,spatial,a,wild isolate from antarticc and tropical environments
shukla_journal of plant physiology_1997_shukla_journal of plant physiology_1997,21_2,21,mono-pop-tdep,Figure 1,n,anabaena sp,y,a,free,free,na,isolate location,tropical,na,28.28,295.7492579,39.23765164160611,1/kT(K),22.599257899999998,39.94975178999999,32.151,24.978616709999983,yes,anabaena,nostocales,cyanophyceae,spatial,a,wild isolate from antarticc and tropical environments
shukla_journal of plant physiology_1997_shukla_journal of plant physiology_1997,21_2,21,mono-pop-tdep,Figure 1,n,anabaena sp,y,a,free,free,na,isolate location,tropical,na,32.151,298.12861670999996,38.92449669141231,1/kT(K),24.978616709999983,39.94975178999999,32.151,24.978616709999983,yes,anabaena,nostocales,cyanophyceae,spatial,a,wild isolate from antarticc and tropical environments
shukla_journal of plant physiology_1997_shukla_journal of plant physiology_1997,21_2,21,mono-pop-tdep,Figure 1,n,anabaena sp,y,a,free,free,na,isolate location,tropical,na,29.892,303.11875915999997,38.28369575971487,1/kT(K),29.96875915999999,39.94975178999999,32.151,24.978616709999983,yes,anabaena,nostocales,cyanophyceae,spatial,a,wild isolate from antarticc and tropical environments
shukla_journal of plant physiology_1997_shukla_journal of plant physiology_1997,21_2,21,mono-pop-tdep,Figure 1,n,anabaena sp,y,a,free,free,na,isolate location,tropical,na,8.925,308.06113043,37.669492215865866,1/kT(K),34.911130430000014,39.94975178999999,32.151,24.978616709999983,yes,anabaena,nostocales,cyanophyceae,spatial,a,wild isolate from antarticc and tropical environments
shukla_journal of plant physiology_1997_shukla_journal of plant physiology_1997,21_2,21,mono-pop-tdep,Figure 1,n,anabaena sp,y,a,free,free,na,isolate location,tropical,na,7.957,313.09975178999997,37.06328826005271,1/kT(K),39.94975178999999,39.94975178999999,32.151,24.978616709999983,yes,anabaena,nostocales,cyanophyceae,spatial,a,wild isolate from antarticc and tropical environments
staal_letters to nature_2003_staal_letters to nature_2003,23_1,23,mono-pop-tdep,Figure 1a,n,nodularia spumigena strain ccy 9414,y,m,free,free,na,light,dark,na,10.89286713,283.15,40.983600052070365,1/kT(K),10,30,60.63956901,25,yes,nodularia,nostocales,cyanophyceae,spatial,a,pure culture
staal_letters to nature_2003_staal_letters to nature_2003,23_1,23,mono-pop-tdep,Figure 1a,n,nodularia spumigena strain ccy 9414,y,m,free,free,na,light,dark,na,47.46736822,288.15,40.27244960868896,1/kT(K),15,30,60.63956901,25,yes,nodularia,nostocales,cyanophyceae,spatial,a,pure culture
staal_letters to nature_2003_staal_letters to nature_2003,23_1,23,mono-pop-tdep,Figure 1a,n,nodularia spumigena strain ccy 9414,y,m,free,free,na,light,dark,na,55.52574208,293.15,39.58555809225217,1/kT(K),20,30,60.63956901,25,yes,nodularia,nostocales,cyanophyceae,spatial,a,pure culture
staal_letters to nature_2003_staal_letters to nature_2003,23_1,23,mono-pop-tdep,Figure 1a,n,nodularia spumigena strain ccy 9414,y,m,free,free,na,light,dark,na,60.63956901,298.15,38.92170503016509,1/kT(K),25,30,60.63956901,25,yes,nodularia,nostocales,cyanophyceae,spatial,a,pure culture
staal_letters to nature_2003_staal_letters to nature_2003,23_1,23,mono-pop-tdep,Figure 1a,n,nodularia spumigena strain ccy 9414,y,m,free,free,na,light,dark,na,58.86892783,303.15,38.279750469218946,1/kT(K),30,30,60.63956901,25,yes,nodularia,nostocales,cyanophyceae,spatial,a,pure culture
staal_letters to nature_2003_staal_letters to nature_2003,23_2,23,mono-pop-tdep,Figure 1a,n,nodularia spumigena strain ccy 9414,y,m,free,free,na,light,light,na,15.80859746,283.15,40.983600052070365,1/kT(K),10,30,316.4531975,30,no,nodularia,nostocales,cyanophyceae,spatial,a,pure culture
staal_letters to nature_2003_staal_letters to nature_2003,23_2,23,mono-pop-tdep,Figure 1a,n,nodularia spumigena strain ccy 9414,y,m,free,free,na,light,light,na,91.70894125,288.15,40.27244960868896,1/kT(K),15,30,316.4531975,30,no,nodularia,nostocales,cyanophyceae,spatial,a,pure culture
staal_letters to nature_2003_staal_letters to nature_2003,23_2,23,mono-pop-tdep,Figure 1a,n,nodularia spumigena strain ccy 9414,y,m,free,free,na,light,light,na,157.7729331,293.15,39.58555809225217,1/kT(K),20,30,316.4531975,30,no,nodularia,nostocales,cyanophyceae,spatial,a,pure culture
staal_letters to nature_2003_staal_letters to nature_2003,23_2,23,mono-pop-tdep,Figure 1a,n,nodularia spumigena strain ccy 9414,y,m,free,free,na,light,light,na,222.8586701,298.15,38.92170503016509,1/kT(K),25,30,316.4531975,30,no,nodularia,nostocales,cyanophyceae,spatial,a,pure culture
staal_letters to nature_2003_staal_letters to nature_2003,23_2,23,mono-pop-tdep,Figure 1a,n,nodularia spumigena strain ccy 9414,y,m,free,free,na,light,light,na,316.4531975,303.15,38.279750469218946,1/kT(K),30,30,316.4531975,30,no,nodularia,nostocales,cyanophyceae,spatial,a,pure culture
staal_letters to nature_2003_staal_letters to nature_2003,23_3,23,mono-pop-tdep,Figure 1b,n,nodularia spumigena strain ccy 9414,y,m,free,free,na,light,dark,na,18.1512605,288.15,40.27244960868896,1/kT(K),15,35,34.28571429,35,no,nodularia,nostocales,cyanophyceae,spatial,a,pure culture
staal_letters to nature_2003_staal_letters to nature_2003,23_3,23,mono-pop-tdep,Figure 1b,n,nodularia spumigena strain ccy 9414,y,m,free,free,na,light,dark,na,20.50420168,293.15,39.58555809225217,1/kT(K),20,35,34.28571429,35,no,nodularia,nostocales,cyanophyceae,spatial,a,pure culture
staal_letters to nature_2003_staal_letters to nature_2003,23_3,23,mono-pop-tdep,Figure 1b,n,nodularia spumigena strain ccy 9414,y,m,free,free,na,light,dark,na,21.17647059,298.15,38.92170503016509,1/kT(K),25,35,34.28571429,35,no,nodularia,nostocales,cyanophyceae,spatial,a,pure culture
staal_letters to nature_2003_staal_letters to nature_2003,23_3,23,mono-pop-tdep,Figure 1b,n,nodularia spumigena strain ccy 9414,y,m,free,free,na,light,dark,na,22.85714286,303.15,38.279750469218946,1/kT(K),30,35,34.28571429,35,no,nodularia,nostocales,cyanophyceae,spatial,a,pure culture
staal_letters to nature_2003_staal_letters to nature_2003,23_3,23,mono-pop-tdep,Figure 1b,n,nodularia spumigena strain ccy 9414,y,m,free,free,na,light,dark,na,34.28571429,308.15,37.65862844310797,1/kT(K),35,35,34.28571429,35,no,nodularia,nostocales,cyanophyceae,spatial,a,pure culture
staal_letters to nature_2003_staal_letters to nature_2003,23_4,23,mono-pop-tdep,Figure 1b,n,nodularia spumigena strain ccy 9414,y,m,free,free,na,light,light,na,34.28571429,288.15,40.27244960868896,1/kT(K),15,35,111.5966387,35,no,nodularia,nostocales,cyanophyceae,spatial,a,pure culture
staal_letters to nature_2003_staal_letters to nature_2003,23_4,23,mono-pop-tdep,Figure 1b,n,nodularia spumigena strain ccy 9414,y,m,free,free,na,light,light,na,56.47058824,293.15,39.58555809225217,1/kT(K),20,35,111.5966387,35,no,nodularia,nostocales,cyanophyceae,spatial,a,pure culture
staal_letters to nature_2003_staal_letters to nature_2003,23_4,23,mono-pop-tdep,Figure 1b,n,nodularia spumigena strain ccy 9414,y,m,free,free,na,light,light,na,62.18487395,298.15,38.92170503016509,1/kT(K),25,35,111.5966387,35,no,nodularia,nostocales,cyanophyceae,spatial,a,pure culture
staal_letters to nature_2003_staal_letters to nature_2003,23_4,23,mono-pop-tdep,Figure 1b,n,nodularia spumigena strain ccy 9414,y,m,free,free,na,light,light,na,98.82352941,303.15,38.279750469218946,1/kT(K),30,35,111.5966387,35,no,nodularia,nostocales,cyanophyceae,spatial,a,pure culture
staal_letters to nature_2003_staal_letters to nature_2003,23_4,23,mono-pop-tdep,Figure 1b,n,nodularia spumigena strain ccy 9414,y,m,free,free,na,light,light,na,111.5966387,308.15,37.65862844310797,1/kT(K),35,35,111.5966387,35,no,nodularia,nostocales,cyanophyceae,spatial,a,pure culture
staal_letters to nature_2003_staal_letters to nature_2003,23_6,23,mono-pop-tdep,Figure 1c,n,anabaena sp strain ccy 9901,y,m,free,free,na,light,light,na,7.865168539,275.15,42.175200271647185,1/kT(K),2,30,46.62921348,25,yes,anabaena,nostocales,cyanophyceae,spatial,a,pure culture
staal_letters to nature_2003_staal_letters to nature_2003,23_6,23,mono-pop-tdep,Figure 1c,n,anabaena sp strain ccy 9901,y,m,free,free,na,light,light,na,14.74719101,283.15,40.983600052070365,1/kT(K),10,30,46.62921348,25,yes,anabaena,nostocales,cyanophyceae,spatial,a,pure culture
staal_letters to nature_2003_staal_letters to nature_2003,23_6,23,mono-pop-tdep,Figure 1c,n,anabaena sp strain ccy 9901,y,m,free,free,na,light,light,na,17.41573034,288.15,40.27244960868896,1/kT(K),15,30,46.62921348,25,yes,anabaena,nostocales,cyanophyceae,spatial,a,pure culture
staal_letters to nature_2003_staal_letters to nature_2003,23_6,23,mono-pop-tdep,Figure 1c,n,anabaena sp strain ccy 9901,y,m,free,free,na,light,light,na,29.07303371,293.15,39.58555809225217,1/kT(K),20,30,46.62921348,25,yes,anabaena,nostocales,cyanophyceae,spatial,a,pure culture
